kind,en,it,source
item,Wishing Chip,Desioframmento,pokeapi:item_names.csv
item,Wishing Piece,Desioblocco,pokeapi:item_names.csv
item,Wishing Star,Desiostella,pokeapi:item_names.csv
item,Wood Mail,Mess. Bosco,pokeapi:item_names.csv
item,Wooden Crown,Corona di legno,pokeapi:item_names.csv
item,Wooper Slime,Muco di Wooper,pokeapi:item_names.csv
item,Works Key,Turbinchiave,pokeapi:item_names.csv
item,X Accuracy,Precisione X,pokeapi:item_names.csv
item,X Accuracy 2,Precisione X-2,pokeapi:item_names.csv
item,X Accuracy 3,Precisione X-3,pokeapi:item_names.csv
item,X Accuracy 6,Precisione X-6,pokeapi:item_names.csv
item,X Attack,Attacco X,pokeapi:item_names.csv
item,X Attack 2,Attacco X-2,pokeapi:item_names.csv
item,X Attack 3,Attacco X-3,pokeapi:item_names.csv
item,X Attack 6,Attacco X-6,pokeapi:item_names.csv
item,X Defense,Difesa X,pokeapi:item_names.csv
item,X Defense 2,Difesa X-2,pokeapi:item_names.csv
item,X Defense 3,Difesa X-3,pokeapi:item_names.csv
item,X Defense 6,Difesa X-6,pokeapi:item_names.csv
item,X Sp. Atk,Att. Speciale X,pokeapi:item_names.csv
item,X Sp. Atk 2,Att. Sp. X-2,pokeapi:item_names.csv
item,X Sp. Atk 3,Att. Sp. X-3,pokeapi:item_names.csv
item,X Sp. Atk 6,Att. Sp. X-6,pokeapi:item_names.csv
item,X Sp. Def,Dif. Speciale X,pokeapi:item_names.csv
item,X Sp. Def 2,Dif. Spec. X-2,pokeapi:item_names.csv
item,X Sp. Def 3,Dif. Spec. X-3,pokeapi:item_names.csv
item,X Sp. Def 6,Dif. Spec. X-6,pokeapi:item_names.csv
item,X Speed,Velocità X,pokeapi:item_names.csv
item,X Speed 2,Velocità X-2,pokeapi:item_names.csv
item,X Speed 3,Velocità X-3,pokeapi:item_names.csv
item,X Speed 6,Velocità X-6,pokeapi:item_names.csv
item,Xtransceiver,Interpoké,pokeapi:item_names.csv
item,Yache Berry,Baccamoya,pokeapi:item_names.csv
item,Yanma Spike,Aculeo di Yanma,pokeapi:item_names.csv
item,Yarn Ball,Palla gomitolo,pokeapi:item_names.csv
item,Yellow Apricorn,Ghicocca Gialla,pokeapi:item_names.csv
item,Yellow Bell Pepper,Peperone giallo,pokeapi:item_names.csv
item,Yellow Bottle,Borraccia gialla,pokeapi:item_names.csv
item,Yellow Cup,Tazza gialla,pokeapi:item_names.csv
item,Yellow Dish,Piatto giallo,pokeapi:item_names.csv
item,Yellow Flute,Flauto Giallo,pokeapi:item_names.csv
item,Yellow Nectar,Nettare giallo,pokeapi:item_names.csv
item,Yellow Petal,Petalo giallo,pokeapi:item_names.csv
item,Yellow Scarf,Fascia Gialla,pokeapi:item_names.csv
item,Yellow Shard,Coccio Giallo,pokeapi:item_names.csv
item,Yellow Tablecloth,Tovaglia gialla,pokeapi:item_names.csv
item,Yogurt,Yogurt,pokeapi:item_names.csv
item,Yungoos Fur,Pelo di Yungoos,pokeapi:item_names.csv
item,Z-Power Ring,Supercerchio Z,pokeapi:item_names.csv
item,Z-Ring,Cerchio Z,pokeapi:item_names.csv
item,Zangoose Claw,Artiglio di Zangoose,pokeapi:item_names.csv
item,Zap Plate,Lastrasaetta,pokeapi:item_names.csv
item,Zapdos Candy,Caramella Zapdos,pokeapi:item_names.csv
item,Zinc,Zinco,pokeapi:item_names.csv
item,Zoom Lens,Zoomlente,pokeapi:item_names.csv
item,Zorua Fur,Pelo di Zorua,pokeapi:item_names.csv
item,Zubat Candy,Caramella Zubat,pokeapi:item_names.csv
item,Zygarde Cube,Teca Zygarde,pokeapi:item_names.csv
location,???,???,pokeapi:location_names.csv
location,Aether Paradise,Æther Paradise,pokeapi:location_names.csv
location,Akala Meadow,Prato Akala,pokeapi:location_names.csv
location,Akala Outskirts,Punta Akala,pokeapi:location_names.csv
location,Alola Berry Fields,Orto delle Bacche di Alola,pokeapi:location_names.csv
location,Altar of the Moone,Altare Lunare,pokeapi:location_names.csv
location,Altar of the Sunne,Altare Solare,pokeapi:location_names.csv
location,Ambrette Aquarium,Acquario,pokeapi:location_names.csv
location,Ambrette Gate,Varco Petroglifari,pokeapi:location_names.csv
location,Ambrette Town,Petroglifari,pokeapi:location_names.csv
location,Ancient Poni Path,Via Antica di Poni,pokeapi:location_names.csv
location,Ancient Tomb,Tomba Antica,pokeapi:location_names.csv
location,Anistar City,Fluxopoli,pokeapi:location_names.csv
location,Anistar Gate,Varco Fluxopoli,pokeapi:location_names.csv
location,Aquacorde Town,Rio Acquerello,pokeapi:location_names.csv
location,Avance Trail,Via Progresso,pokeapi:location_names.csv
location,Azure Bay,Baia Azzurra,pokeapi:location_names.csv
location,Battle Chateau,Castello Lotta,pokeapi:location_names.csv
location,Battle Maison,Villa Lotta,pokeapi:location_names.csv
location,Battle Resort,Resort Lotta,pokeapi:location_names.csv
location,Battle Royal Dome,Stadio Royale,pokeapi:location_names.csv
location,Battle Tree,Albero della Lotta,pokeapi:location_names.csv
location,Blazing Chamber,Sala delle Fiamme,pokeapi:location_names.csv
location,Blush Mountain,Monte Tepore,pokeapi:location_names.csv
location,Brooklet Hill,Collina Scrosciante,pokeapi:location_names.csv
location,Brun Way,Via Fogliebrune,pokeapi:location_names.csv
location,Camphrier Town,Castel Vanità,pokeapi:location_names.csv
location,Cave of Origin,Grotta dei Tempi,pokeapi:location_names.csv
location,Chamber of Emptiness,Stanza Vacua,pokeapi:location_names.csv
location,Connecting Cave,Grotta Trait d’Union,pokeapi:location_names.csv
location,Coumarine City,Temperopoli,pokeapi:location_names.csv
location,Coumarine Gate,Varco Temperopoli,pokeapi:location_names.csv
location,Couriway Gate,Varco Ponte Mosaico,pokeapi:location_names.csv
location,Couriway Town,Ponte Mosaico,pokeapi:location_names.csv
location,Crescent Isle,Isola Arcodiluna,pokeapi:location_names.csv
location,Cyllage City,Altoripoli,pokeapi:location_names.csv
location,Dendemille Gate,Varco Frescovilla,pokeapi:location_names.csv
location,Dendemille Town,Frescovilla,pokeapi:location_names.csv
location,Dernière Way,Via Ultima,pokeapi:location_names.csv
location,Desert Ruins,Rovine Sabbiose,pokeapi:location_names.csv
location,Dewford Town,Bluruvia,pokeapi:location_names.csv
location,Diglett’s Tunnel,Tunnel Diglett,pokeapi:location_names.csv
location,Dragonmark Chamber,Sala del Dragone,pokeapi:location_names.csv
location,Détourner Way,Via Detour,pokeapi:location_names.csv
location,Ever Grande City,Iridopoli,pokeapi:location_names.csv
location,Exeggutor Island,Isola Exeggutor,pokeapi:location_names.csv
location,Fabled Cave,Grotta Sfuggente,pokeapi:location_names.csv
location,Fallarbor Town,Brunifoglia,pokeapi:location_names.csv
location,Fiery Path,Cammino Ardente,pokeapi:location_names.csv
location,Flood Chamber,Sala delle Chiuse,pokeapi:location_names.csv
location,Fortree City,Forestopoli,pokeapi:location_names.csv
location,Fourrage Road,Via dei Pascoli,pokeapi:location_names.csv
location,Friend Safari,Safari Amici,pokeapi:location_names.csv
location,Frost Cavern,Caverna Gelata,pokeapi:location_names.csv
location,Geosenge Town,Cromleburgo,pokeapi:location_names.csv
location,Glittering Cave,Grotta dei Bagliori,pokeapi:location_names.csv
location,Gnarled Den,Fossa Informe,pokeapi:location_names.csv
location,Grande Vallée Way,Via Valle Larga,pokeapi:location_names.csv
location,Granite Cave,Grotta Pietrosa,pokeapi:location_names.csv
location,Haina Desert,Deserto Haina,pokeapi:location_names.csv
location,Hano Beach,Spiaggia Hanu Hanu,pokeapi:location_names.csv
location,Hano Grand Resort,Resort Hanu Hanu,pokeapi:location_names.csv
location,Hau’oli Cemetery,Cimitero di Hau’oli,pokeapi:location_names.csv
location,Hau’oli City,Hau’oli,pokeapi:location_names.csv
location,Heahea City,Kantai,pokeapi:location_names.csv
location,Hokulani Observatory,Osservatorio,pokeapi:location_names.csv
location,Iki Town,Lili,pokeapi:location_names.csv
location,Ironworks Chamber,Sala del Metallo,pokeapi:location_names.csv
location,Island Cave,Grotta Insulare,pokeapi:location_names.csv
location,Jagged Pass,Passo Selvaggio,pokeapi:location_names.csv
location,Kala’e Bay,Baia Kala’e,pokeapi:location_names.csv
location,Kalos Power Plant,Centrale di Kalos,pokeapi:location_names.csv
location,Kiloude City,Batikopoli,pokeapi:location_names.csv
location,Kiloude Station,Stazione Batikopoli,pokeapi:location_names.csv
location,Konikoni City,Konikoni,pokeapi:location_names.csv
location,Lake of the Moone,Lago Lunare,pokeapi:location_names.csv
location,Lake of the Sunne,Lago Solare,pokeapi:location_names.csv
location,Lavaridge Town,Cuordilava,pokeapi:location_names.csv
location,Laverre City,Romantopoli,pokeapi:location_names.csv
location,Laverre Gate,Varco Romantopoli,pokeapi:location_names.csv
location,Laverre Nature Trail,Sentiero Romantopoli,pokeapi:location_names.csv
location,Lilycove City,Porto Alghepoli,pokeapi:location_names.csv
location,Littleroot Town,Albanova,pokeapi:location_names.csv
location,Lost Hotel,Albergo Diroccato,pokeapi:location_names.csv
location,Lumiose Badlands,Landa di Luminopoli,pokeapi:location_names.csv
location,Lumiose City,Luminopoli,pokeapi:location_names.csv
location,Lumiose Gate,Varco Luminopoli,pokeapi:location_names.csv
location,Lumiose Station,Stazione Luminopoli,pokeapi:location_names.csv
location,Lush Jungle,Giungla Ombrosa,pokeapi:location_names.csv
location,Lysandre Labs,Laboratori Elisio,pokeapi:location_names.csv
location,Mahalo Trail,Sentiero Mahalo,pokeapi:location_names.csv
location,Malie City,Malie,pokeapi:location_names.csv
location,Malie Garden,Giardino di Malie,pokeapi:location_names.csv
location,Mamoswine Road,Passo Mamoswine,pokeapi:location_names.csv
location,Mauville City,Ciclamipoli,pokeapi:location_names.csv
location,Melemele Meadow,Prato Mele Mele,pokeapi:location_names.csv
location,Melemele Sea,Mare di Mele Mele,pokeapi:location_names.csv
location,Memorial Hill,Colle della Memoria,pokeapi:location_names.csv
location,Menhir Trail,Strada dei Menhir,pokeapi:location_names.csv
location,Meteor Falls,Cascate Meteora,pokeapi:location_names.csv
location,Mirage Cave,Grotta Miraggio,pokeapi:location_names.csv
location,Mirage Forest,Selva Miraggio,pokeapi:location_names.csv
location,Mirage Island,Isola Miraggio,pokeapi:location_names.csv
location,Mirage Mountain,Monte Miraggio,pokeapi:location_names.csv
location,Miroir Way,Via dei Riflessi,pokeapi:location_names.csv
location,Mossdeep City,Verdeazzupoli,pokeapi:location_names.csv
location,Mount Hokulani,Picco Hokulani,pokeapi:location_names.csv
location,Mount Lanakila,Monte Lanakila,pokeapi:location_names.csv
location,Mt. Chimney,Monte Camino,pokeapi:location_names.csv
location,Mt. Pyre,Monte Pira,pokeapi:location_names.csv
location,Muraille Coast,Muraglia Costiera,pokeapi:location_names.csv
location,Mélancolie Path,Via Malinconia,pokeapi:location_names.csv
location,Nameless Cavern,Caverna Ignota,pokeapi:location_names.csv
location,New Mauville,Ciclanova,pokeapi:location_names.csv
location,Oldale Town,Solarosa,pokeapi:location_names.csv
location,Ouvert Way,Via Aperta,pokeapi:location_names.csv
location,Pacifidlog Town,Orocea,pokeapi:location_names.csv
location,Palais Lane,Boulevard Palazzo,pokeapi:location_names.csv
location,Paniola Ranch,Fattoria Ohana,pokeapi:location_names.csv
location,Paniola Town,Ohana,pokeapi:location_names.csv
location,Parfum Palace,Reggia Aurea,pokeapi:location_names.csv
location,Parterre Way,Viale Parterre,pokeapi:location_names.csv
location,Pathless Plain,Piana Senza Nome,pokeapi:location_names.csv
location,Petalburg City,Petalipoli,pokeapi:location_names.csv
location,Petalburg Woods,Bosco Petalo,pokeapi:location_names.csv
location,Po Town,Poh,pokeapi:location_names.csv
location,Poké Ball Factory,Fabbrica Poké Ball,pokeapi:location_names.csv
location,Pokémon League,Lega Pokémon,pokeapi:location_names.csv
location,Pokémon League Gate,Varco Lega Pokémon,pokeapi:location_names.csv
location,Pokémon Village,Valle dei Pokémon,pokeapi:location_names.csv
location,Poni Breaker Coast,Scogliera di Poni,pokeapi:location_names.csv
location,Poni Coast,Costa di Poni,pokeapi:location_names.csv
location,Poni Gauntlet,Erta di Poni,pokeapi:location_names.csv
location,Poni Grove,Foresta di Poni,pokeapi:location_names.csv
location,Poni Meadow,Prato Poni,pokeapi:location_names.csv
location,Poni Plains,Prateria di Poni,pokeapi:location_names.csv
location,Poni Wilds,Piana di Poni,pokeapi:location_names.csv
location,Prism Tower,Torre Prisma,pokeapi:location_names.csv
location,Radiant Chamber,Sala della Luce,pokeapi:location_names.csv
location,Reflection Cave,Grotta dei Riflessi,pokeapi:location_names.csv
location,Resolution Cave,Caverna Climax,pokeapi:location_names.csv
location,Rivière Walk,Via Fiume,pokeapi:location_names.csv
location,Route 1,Percorso 1,pokeapi:location_names.csv
location,Route 10,Percorso 10,pokeapi:location_names.csv
location,Route 101,Percorso 101,pokeapi:location_names.csv
location,Route 102,Percorso 102,pokeapi:location_names.csv
location,Route 103,Percorso 103,pokeapi:location_names.csv
location,Route 104,Percorso 104,pokeapi:location_names.csv
location,Route 105,Percorso 105,pokeapi:location_names.csv
location,Route 106,Percorso 106,pokeapi:location_names.csv
location,Route 107,Percorso 107,pokeapi:location_names.csv
location,Route 108,Percorso 108,pokeapi:location_names.csv
location,Route 109,Percorso 109,pokeapi:location_names.csv
location,Route 11,Percorso 11,pokeapi:location_names.csv
location,Route 110,Percorso 110,pokeapi:location_names.csv
location,Route 111,Percorso 111,pokeapi:location_names.csv
location,Route 112,Percorso 112,pokeapi:location_names.csv
location,Route 113,Percorso 113,pokeapi:location_names.csv
location,Route 114,Percorso 114,pokeapi:location_names.csv
location,Route 115,Percorso 115,pokeapi:location_names.csv
location,Route 116,Percorso 116,pokeapi:location_names.csv
location,Route 117,Percorso 117,pokeapi:location_names.csv
location,Route 118,Percorso 118,pokeapi:location_names.csv
location,Route 119,Percorso 119,pokeapi:location_names.csv
location,Route 12,Percorso 12,pokeapi:location_names.csv
location,Route 120,Percorso 120,pokeapi:location_names.csv
location,Route 121,Percorso 121,pokeapi:location_names.csv
location,Route 122,Percorso 122,pokeapi:location_names.csv
location,Route 123,Percorso 123,pokeapi:location_names.csv
location,Route 124,Percorso 124,pokeapi:location_names.csv
location,Route 125,Percorso 125,pokeapi:location_names.csv
location,Route 126,Percorso 126,pokeapi:location_names.csv
location,Route 127,Percorso 127,pokeapi:location_names.csv
location,Route 128,Percorso 128,pokeapi:location_names.csv
location,Route 129,Percorso 129,pokeapi:location_names.csv
location,Route 13,Percorso 13,pokeapi:location_names.csv
location,Route 130,Percorso 130,pokeapi:location_names.csv
location,Route 131,Percorso 131,pokeapi:location_names.csv
location,Route 132,Percorso 132,pokeapi:location_names.csv
location,Route 133,Percorso 133,pokeapi:location_names.csv
location,Route 134,Percorso 134,pokeapi:location_names.csv
location,Route 14,Percorso 14,pokeapi:location_names.csv
location,Route 15,Percorso 15,pokeapi:location_names.csv
location,Route 16,Percorso 16,pokeapi:location_names.csv
location,Route 17,Percorso 17,pokeapi:location_names.csv
location,Route 18,Percorso 18,pokeapi:location_names.csv
location,Route 19,Percorso 19,pokeapi:location_names.csv
location,Route 2,Percorso 2,pokeapi:location_names.csv
location,Route 20,Percorso 20,pokeapi:location_names.csv
location,Route 21,Percorso 21,pokeapi:location_names.csv
location,Route 22,Percorso 22,pokeapi:location_names.csv
location,Route 3,Percorso 3,pokeapi:location_names.csv
location,Route 4,Percorso 4,pokeapi:location_names.csv
location,Route 5,Percorso 5,pokeapi:location_names.csv
location,Route 6,Percorso 6,pokeapi:location_names.csv
location,Route 7,Percorso 7,pokeapi:location_names.csv
location,Route 8,Percorso 8,pokeapi:location_names.csv
location,Route 9,Percorso 9,pokeapi:location_names.csv
location,Royal Avenue,Viale Royale,pokeapi:location_names.csv
location,Ruins of Abundance,Tempio del Raccolto,pokeapi:location_names.csv
location,Ruins of Conflict,Tempio del Conflitto,pokeapi:location_names.csv
location,Ruins of Hope,Tempio del Passaggio,pokeapi:location_names.csv
location,Ruins of Life,Tempio della Vita,pokeapi:location_names.csv
location,Rustboro City,Ferrugipoli,pokeapi:location_names.csv
location,Rusturf Tunnel,Tunnel Menferro,pokeapi:location_names.csv
location,S.S. Tidal,Motonave Marea,pokeapi:location_names.csv
location,Safari Zone,Zona Safari,pokeapi:location_names.csv
location,Santalune City,Novartopoli,pokeapi:location_names.csv
location,Santalune Forest,Bosco Novartopoli,pokeapi:location_names.csv
location,Scorched Slab,Grottino Solare,pokeapi:location_names.csv
location,Sea Mauville,Ciclamare,pokeapi:location_names.csv
location,Sea Spirit’s Den,Antro Talassico,pokeapi:location_names.csv
location,Seafloor Cavern,Antro Abissale,pokeapi:location_names.csv
location,Seafolk Village,Villaggio del Mare,pokeapi:location_names.csv
location,Sealed Chamber,Sala Incisa,pokeapi:location_names.csv
location,Seaward Cave,Grotta Pratomare,pokeapi:location_names.csv
location,Secluded Shore,Lido di Ula Ula,pokeapi:location_names.csv
location,Secret Base,Base Segreta,pokeapi:location_names.csv
location,Secret Islet,Isolotto Segreto,pokeapi:location_names.csv
location,Secret Meadow,Valle Segreta,pokeapi:location_names.csv
location,Secret Shore,Baia Segreta,pokeapi:location_names.csv
location,Shabboneau Castle,Maniero Sottotono,pokeapi:location_names.csv
location,Shady House,Villa Losca,pokeapi:location_names.csv
location,Shalour City,Yantaropoli,pokeapi:location_names.csv
location,Shalour Gate,Varco Yantaropoli,pokeapi:location_names.csv
location,Shoal Cave,Grotta Ondosa,pokeapi:location_names.csv
location,Sky Pillar,Torre dei Cieli,pokeapi:location_names.csv
location,Slateport City,Porto Selcepoli,pokeapi:location_names.csv
location,Snowbelle City,Fractalopoli,pokeapi:location_names.csv
location,Snowbelle Gate,Varco Fractalopoli,pokeapi:location_names.csv
location,Soaring in the sky,Ipersfera,pokeapi:location_names.csv
location,Sootopolis City,Ceneride,pokeapi:location_names.csv
location,Southern Island,Isola Remota,pokeapi:location_names.csv
location,Spikes Passage,Sentiero Punzoni,pokeapi:location_names.csv
location,Tapu Village,Villaggio Tapu,pokeapi:location_names.csv
location,Team Aqua Hideout,Rifugio Idro,pokeapi:location_names.csv
location,Team Flare Secret HQ,Covo del Team Flare,pokeapi:location_names.csv
location,Team Magma Hideout,Rifugio Magma,pokeapi:location_names.csv
location,Ten Carat Hill,Collina Diecicarati,pokeapi:location_names.csv
location,Terminus Cave,Grotta Climax,pokeapi:location_names.csv
location,Thrifty Megamart,Supermarket Affaroni,pokeapi:location_names.csv
location,Tower of Mastery,Torre Maestra,pokeapi:location_names.csv
location,Trackless Forest,Foresta Vergine,pokeapi:location_names.csv
location,Ula’ula Meadow,Prato Ula Ula,pokeapi:location_names.csv
location,Ultra Space,Ultramondo,pokeapi:location_names.csv
location,Unknown Dungeon,Grotta Ignota,pokeapi:location_names.csv
location,Vallée Étroite Way,Via Valle Stretta,pokeapi:location_names.csv
location,Vaniville Pathway,Vicolo Bozzetto,pokeapi:location_names.csv
location,Vaniville Town,Borgo Bozzetto,pokeapi:location_names.csv
location,Vast Poni Canyon,Canyon di Poni,pokeapi:location_names.csv
location,Verdant Cavern,Grotta Sottobosco,pokeapi:location_names.csv
location,Verdanturf Town,Mentania,pokeapi:location_names.csv
location,Versant Road,Via Versante,pokeapi:location_names.csv
location,Victory Road,Via Vittoria,pokeapi:location_names.csv
location,Wela Volcano Park,Parco Vulcano Wela,pokeapi:location_names.csv
location,Winding Woods,Bosco Passoperso,pokeapi:location_names.csv
location,Zubat Roost,Tana degli Zubat,pokeapi:location_names.csv
move,"10,000,000 Volt Thunderbolt",Iperfulmine,pokeapi:move_names.csv
move,Absorb,Assorbimento,pokeapi:move_names.csv
move,Accelerock,Rocciarapida,pokeapi:move_names.csv
move,Acid,Acido,pokeapi:move_names.csv
move,Acid Armor,Scudo Acido,pokeapi:move_names.csv
move,Acid Downpour,Acidiluvio Corrosivo,pokeapi:move_names.csv
move,Acid Spray,Acidobomba,pokeapi:move_names.csv
move,Acrobatics,Acrobazia,pokeapi:move_names.csv
move,Acupressure,Acupressione,pokeapi:move_names.csv
move,Aerial Ace,Aeroassalto,pokeapi:move_names.csv
move,Aeroblast,Aerocolpo,pokeapi:move_names.csv
move,After You,Cortesia,pokeapi:move_names.csv
move,Agility,Agilità,pokeapi:move_names.csv
move,Air Cutter,Aerasoio,pokeapi:move_names.csv
move,Air Slash,Eterelama,pokeapi:move_names.csv
move,All-Out Pummeling,Iperscarica Furiosa,pokeapi:move_names.csv
move,Alluring Voice,Ammaliavoce,pokeapi:move_names.csv
move,Ally Switch,Cambiaposto,pokeapi:move_names.csv
move,Amnesia,Amnesia,pokeapi:move_names.csv
move,Anchor Shot,Colpo d’Ancora,pokeapi:move_names.csv
move,Ancient Power,Forzantica,pokeapi:move_names.csv
move,Apple Acid,Acido Malico,pokeapi:move_names.csv
move,Aqua Cutter,Idrotaglio,pokeapi:move_names.csv
move,Aqua Jet,Acquagetto,pokeapi:move_names.csv
move,Aqua Ring,Acquanello,pokeapi:move_names.csv
move,Aqua Step,Idroballetto,pokeapi:move_names.csv
move,Aqua Tail,Idrondata,pokeapi:move_names.csv
move,Arm Thrust,Sberletese,pokeapi:move_names.csv
move,Armor Cannon,Corazza Cannone,pokeapi:move_names.csv
move,Aromatherapy,Aromaterapia,pokeapi:move_names.csv
move,Aromatic Mist,Nebularoma,pokeapi:move_names.csv
move,Assist,Assistente,pokeapi:move_names.csv
move,Assurance,Garanzia,pokeapi:move_names.csv
move,Astonish,Sgomento,pokeapi:move_names.csv
move,Astral Barrage,Schegge Astrali,pokeapi:move_names.csv
move,Attack Order,Comandourto,pokeapi:move_names.csv
move,Attract,Attrazione,pokeapi:move_names.csv
move,Aura Sphere,Forzasfera,pokeapi:move_names.csv
move,Aura Wheel,Ruota d’Aura,pokeapi:move_names.csv
move,Aurora Beam,Raggiaurora,pokeapi:move_names.csv
move,Aurora Veil,Velaurora,pokeapi:move_names.csv
move,Autotomize,Sganciapesi,pokeapi:move_names.csv
move,Avalanche,Slavina,pokeapi:move_names.csv
move,Axe Kick,Calcio ad Ascia,pokeapi:move_names.csv
move,Baby-Doll Eyes,Occhioni Teneri,pokeapi:move_names.csv
move,Baddy Bad,Zona Buiabuia,pokeapi:move_names.csv
move,Baneful Bunker,Fortino,pokeapi:move_names.csv
move,Barb Barrage,Mille Fielespine,pokeapi:move_names.csv
move,Barrage,Attacco Pioggia,pokeapi:move_names.csv
move,Barrier,Barriera,pokeapi:move_names.csv
move,Baton Pass,Staffetta,pokeapi:move_names.csv
move,Beak Blast,Cannonbecco,pokeapi:move_names.csv
move,Beat Up,Picchiaduro,pokeapi:move_names.csv
move,Behemoth Bash,Colpo Maestoso,pokeapi:move_names.csv
move,Behemoth Blade,Taglio Maestoso,pokeapi:move_names.csv
move,Belch,Rutto,pokeapi:move_names.csv
move,Belly Drum,Panciamburo,pokeapi:move_names.csv
move,Bestow,Cediregalo,pokeapi:move_names.csv
move,Bide,Pazienza,pokeapi:move_names.csv
move,Bind,Legatutto,pokeapi:move_names.csv
move,Bite,Morso,pokeapi:move_names.csv
move,Bitter Blade,Lama del Rimorso,pokeapi:move_names.csv
move,Bitter Malice,Livore,pokeapi:move_names.csv
move,Black Hole Eclipse,Buco Nero del Non Ritorno,pokeapi:move_names.csv
move,Blast Burn,Incendio,pokeapi:move_names.csv
move,Blaze Kick,Calciardente,pokeapi:move_names.csv
move,Blazing Torque,Turboustione,pokeapi:move_names.csv
move,Bleakwind Storm,Tempesta Boreale,pokeapi:move_names.csv
move,Blizzard,Bora,pokeapi:move_names.csv
move,Block,Blocco,pokeapi:move_names.csv
move,Blood Moon,Luna Rossa,pokeapi:move_names.csv
move,Bloom Doom,Floriscoppio Sfolgorante,pokeapi:move_names.csv
move,Blue Flare,Fuocoblu,pokeapi:move_names.csv
move,Body Press,Schiacciacorpo,pokeapi:move_names.csv
move,Body Slam,Corposcontro,pokeapi:move_names.csv
move,Bolt Beak,Beccoshock,pokeapi:move_names.csv
move,Bolt Strike,Lucesiluro,pokeapi:move_names.csv
move,Bone Club,Ossoclava,pokeapi:move_names.csv
move,Bone Rush,Ossoraffica,pokeapi:move_names.csv
move,Bonemerang,Ossomerang,pokeapi:move_names.csv
move,Boomburst,Ondaboato,pokeapi:move_names.csv
move,Bounce,Rimbalzo,pokeapi:move_names.csv
move,Bouncy Bubble,Bollaslurp,pokeapi:move_names.csv
move,Branch Poke,Ramostoccata,pokeapi:move_names.csv
move,Brave Bird,Baldeali,pokeapi:move_names.csv
move,Breaking Swipe,Vastoimpatto,pokeapi:move_names.csv
move,Breakneck Blitz,Carica Travolgente,pokeapi:move_names.csv
move,Brick Break,Breccia,pokeapi:move_names.csv
move,Brine,Acquadisale,pokeapi:move_names.csv
move,Brutal Swing,Vorticolpo,pokeapi:move_names.csv
move,Bubble,Bolla,pokeapi:move_names.csv
move,Bubble Beam,Bollaraggio,pokeapi:move_names.csv
move,Bug Bite,Coleomorso,pokeapi:move_names.csv
move,Bug Buzz,Ronzio,pokeapi:move_names.csv
move,Bulk Up,Granfisico,pokeapi:move_names.csv
move,Bulldoze,Battiterra,pokeapi:move_names.csv
move,Bullet Punch,Pugnoscarica,pokeapi:move_names.csv
move,Bullet Seed,Semitraglia,pokeapi:move_names.csv
move,Burn Up,Ultima Fiamma,pokeapi:move_names.csv
move,Burning Bulwark,Egida Ignea,pokeapi:move_names.csv
move,Burning Jealousy,Fiamminvidia,pokeapi:move_names.csv
move,Buzzy Buzz,Elettrozap,pokeapi:move_names.csv
move,Calm Mind,Calmamente,pokeapi:move_names.csv
move,Camouflage,Camuffamento,pokeapi:move_names.csv
move,Captivate,Incanto,pokeapi:move_names.csv
move,Catastropika,Super Pikaboom,pokeapi:move_names.csv
move,Ceaseless Edge,Lama Milleflutti,pokeapi:move_names.csv
move,Celebrate,Auguri,pokeapi:move_names.csv
move,Charge,Sottocarica,pokeapi:move_names.csv
move,Charge Beam,Raggioscossa,pokeapi:move_names.csv
move,Charm,Fascino,pokeapi:move_names.csv
move,Chatter,Schiamazzo,pokeapi:move_names.csv
move,Chilling Water,Doccia Fredda,pokeapi:move_names.csv
move,Chilly Reception,Freddura,pokeapi:move_names.csv
move,Chip Away,Insidia,pokeapi:move_names.csv
move,Chloroblast,Clorofillaser,pokeapi:move_names.csv
move,Circle Throw,Ribaltiro,pokeapi:move_names.csv
move,Clamp,Tenaglia,pokeapi:move_names.csv
move,Clanging Scales,Clamorsquame,pokeapi:move_names.csv
move,Clangorous Soul,Dracofonia,pokeapi:move_names.csv
move,Clangorous Soulblaze,Dracofonia Divampante,pokeapi:move_names.csv
move,Clear Smog,Pulifumo,pokeapi:move_names.csv
move,Close Combat,Zuffa,pokeapi:move_names.csv
move,Coaching,Coaching,pokeapi:move_names.csv
move,Coil,Arrotola,pokeapi:move_names.csv
move,Collision Course,Turboschianto,pokeapi:move_names.csv
move,Combat Torque,Turborissa,pokeapi:move_names.csv
move,Comet Punch,Cometapugno,pokeapi:move_names.csv
move,Comeuppance,Ritorsione,pokeapi:move_names.csv
move,Confide,Confidenza,pokeapi:move_names.csv
move,Confuse Ray,Stordiraggio,pokeapi:move_names.csv
move,Confusion,Confusione,pokeapi:move_names.csv
move,Constrict,Limitazione,pokeapi:move_names.csv
move,Continental Crush,Gigamacigno Polverizzante,pokeapi:move_names.csv
move,Conversion,Conversione,pokeapi:move_names.csv
move,Conversion 2,Conversione2,pokeapi:move_names.csv
move,Copycat,Copione,pokeapi:move_names.csv
move,Core Enforcer,Nucleocastigo,pokeapi:move_names.csv
move,Corkscrew Crash,Spirale Perforante,pokeapi:move_names.csv
move,Corrosive Gas,Gas Corrosivo,pokeapi:move_names.csv
move,Cosmic Power,Cosmoforza,pokeapi:move_names.csv
move,Cotton Guard,Cotonscudo,pokeapi:move_names.csv
